GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
A80ADA63,'[IFRS+ Financials.xlsx]Directors'!$D$63,The director has given due consideration to the potential impact of the COVID-19 pandemic on the company's ability to continue as a going concern. The director believes that the pandemic will have a temporary impact on the business activities. Not withstanding these short-term challenges the director is of the view that the company has sufficient resources to continue as a going concern.,"'=""The ""&LOWER(Director_board)&Director_has_have&"" given due consideration to the potential impact of the COVID-19 pandemic on the ""&GroupEntityCaseAp&"" ability to continue as a going concern. The ""&LOWER(Director_board)&Director_believe_s&"" that the pandemic will have a temporary impact on the business activities. Not withstanding these short-term challenges the ""&LOWER(Director_board)&Director_is_are&"" of the view that the ""&GroupEntityCase&"" has sufficient resources to continue as a going concern.""",Die direkteur het behoorlike oorweging geskenk aan die moontlike invloed van die COVID-19-pandemie op die maatskappy se vermoë om as ’n lopende saak voort te gaan. Die direkteur is van mening dat die pandemie ’n tydelike invloed op die besigheidsaktiwiteite sal hê. Nieteenstaande hierdie korttermyn-uitdagings is die direkteur van oordeel dat die maatskappy oor voldoende hulpbronne beskik om as ’n lopende saak voort te gaan.,"'=""Die ""&LOWER(Director_board)&Director_has_have&"" behoorlike oorweging geskenk aan die moontlike invloed van die COVID-19-pandemie op die ""&GroupEntityCaseAp&"" vermoë om as ’n lopende saak voort te gaan. Die ""&LOWER(Director_board)&Director_believe_s&"" van mening dat die pandemie ’n tydelike invloed op die besigheidsaktiwiteite sal hê. Nieteenstaande hierdie korttermyn-uitdagings is die ""&LOWER(Director_board)&Director_is_are&"" van oordeel dat die ""&GroupEntityCase&"" oor voldoende hulpbronne beskik om as ’n lopende saak voort te gaan."""
1D47319F,'[IFRS+ Financials.xlsx]Directors'!$D$65,Provided,,Verskaf,"'=""Verskaf"""
EF9CBA12,'[IFRS+ Financials.xlsx]Directors'!$D$66,"The full impact of the COVID-19 outbreak continues to evolve at the date of this report. The company is therefore uncertain as to the full impact that the pandemic will have on its financial condition, liquidity, and future results of operations during the next 12 months. These events or conditions indicate the existence of a material uncertainty which may cast significant doubt on the company's ability to continue as a going concern.","'=""The full impact of the COVID-19 outbreak continues to evolve at the date of this report. The ""&GroupEntityCase&"" is therefore uncertain as to the full impact that the pandemic will have on its financial condition, liquidity, and future results of ""&""operations during the next 12 months. These events or conditions indicate the existence of a material uncertainty which may cast significant doubt on the ""&GroupEntityCaseAp&"" ability to continue as a going concern.""","Die volle impak van die COVID-19-uitbreking bly, ten tyde van hierdie verslag, steeds ontwikkel. Die maatskappy is gevolglik onseker oor die volle impak wat die pandemie op sy finansiële toestand, likiditeit en toekomstige bedryfsresultate gedurende die volgende 12 maande sal hê. Hierdie gebeurtenisse of toestande dui op die bestaan van 'n wesenlike onsekerheid wat beduidende twyfel kan werp oor die maatskappy se vermoë om as 'n lopende saak voort te gaan.","'=""Die volle impak van die COVID-19-uitbreking bly, ten tyde van hierdie verslag, steeds ontwikkel. Die ""&GroupEntityCase&"" is gevolglik onseker oor die volle impak wat die pandemie op sy finansiële toestand, likiditeit en toekomstige bedryfsresultate gedurende die volgende 12 maande sal hê. Hierdie gebeurtenisse of toestande dui op die bestaan van 'n wesenlike onsekerheid wat beduidende twyfel kan werp oor die ""&GroupEntityCaseAp&"" vermoë om as 'n lopende saak voort te gaan."""
6D69E08A,'[IFRS+ Financials.xlsx]Directors'!$D$68,"The ability of the company to continue as a going concern is dependent on a number of factors. The most significant of these is that the directors continue to procure funding for the ongoing operations for the company where the need arises. Management is comfortable that the [Insert/describe industry], will continue to operate since these services [or goods] fall within the ambit of what is allowed under government regulations during the nation-wide lockdown.",,"Die vermoë van die maatskappy om as 'n deurlopende saak voort te bestaan, is afhanklik van verskeie faktore. Die mees beduidende hiervan is dat die direkteure voortgaan om finansiering vir die maatskappy se voortdurende bedrywighede te verkry waar daar 'n behoefte ontstaan. Bestuur is gerus dat die [Voeg in/beskryf bedryf] sal voortgaan om te funksioneer aangesien hierdie dienste [of goedere] binne die bestek van wat deur regeringsregulasies tydens die landswye inperking toegelaat word, val.","'=""Die vermoë van die maatskappy om as 'n deurlopende saak voort te bestaan, is afhanklik van verskeie faktore. Die mees beduidende hiervan is dat die direkteure voortgaan om finansiering vir die maatskappy se voortdurende bedrywighede te verkry waar daar 'n behoefte ontstaan. Bestuur is gerus dat die [Voeg in/beskryf bedryf] sal voortgaan om te funksioneer aangesien hierdie dienste [of goedere] binne die bestek van wat deur regeringsregulasies tydens die landswye inperking toegelaat word, val."""
6E1B90EA,'[IFRS+ Financials.xlsx]Directors'!$D$70,Source Famous Brands Group Annual Financial Statements for the year ended 29 February 2020,,Bron: Famous Brands Groep Jaarlikse Finansiële State vir die jaar geëindig 29 Februarie 2020,"'""Bron: Famous Brands Groep Jaarlikse Finansiële State vir die jaar geëindig 29 Februarie 2020""'"
7D1E5FFF,'[IFRS+ Financials.xlsx]Directors'!$D$71,"The Board of Directors has considered the going concern assessment as prepared by management, including the company's outlook regarding trading conditions that will persist into the foreseeable future. This assessment is based on a range of varied scenarios (including assumptions regarding a worst-case scenario of a three month lockdown; the rate of return to normal trading; debt service and covenant requirements; working capital requirements; and relief measures implemented by the respective Governments in our various trading jurisdictions), and are satisfied that the company is a going concern for the foreseeable future based on the information available at the time of approval of the Annual Financial Statements.","'=""The ""&BoardDescription&"" has considered the going concern assessment as prepared by management, including the ""&GroupEntityCaseAp&"" outlook regarding trading conditions that will persist into the foreseeable future. This assessment is based on ""&""a range of varied scenarios (including assumptions regarding a worst-case scenario of a three month lockdown; the rate of return to normal trading; debt service and covenant requirements; working capital requirements; and relief ""&""measures implemented by the respective Governments in our various trading jurisdictions), and are satisfied that the ""&GroupEntityCase&"" is a going concern for the foreseeable future based on the information available at the time of approval of ""&""the ""&AFS_Name&"".""","Die Raad van Direkteure het die voortgesette besigheidsbeoorde­ling soos voorberei deur die bestuur oorweeg, insluitend die maatskappy se vooruitsigte ten opsigte van handelsomstandighede wat vir die afsienbare toekoms sal voortduur. Hierdie beoordeling is gebaseer op ’n reeks uiteenlopende scenario’s (insluitend aannames rakende ’n ergste-geomlik scenario van ’n driekwartmaand-inperking; die tempo van terugkeer na normale handel; skuld diens- en verbintsvereistes; bedryfskapitaalbenodighede; en verligtingsmaatreëls wat deur die onderskeie regerings in ons verskillende jurisdiksies waar ons handel dryf, geïmplementeer is), en is tevrede dat die maatskappy, gebaseer op die inligting beskikbaar ten tye van goedkeuring van die Jaarlikse Finansiële State, ’n voortdurende entiteit vir die afsienbare toekoms is.","'=""Die ""&BoardDescription&"" het die voortgesette besigheidsbeoordeling soos voorberei deur die bestuur oorweeg, insluitend die ""&GroupEntityCaseAp&"" se vooruitsigte ten opsigte van handelsomstandighede wat vir die afsienbare toekoms sal voortduur. Hierdie beoordeling is gebaseer op 'n reeks uiteenlopende scenario’s (insluitend aannames rakende 'n ergste-geval scenario van 'n drie maand inperking; die tempo van terugkeer na normale handel; skuld diens- en verbintsvereistes; bedryfskapitaalbenodighede; en verligtingsmaatreëls wat deur die onderskeie regerings in ons verskillende jurisdiksies waar ons handel dryf, geïmplementeer is), en is tevrede dat die ""&GroupEntityCase&"", gebaseer op die inligting beskikbaar ten tyde van goedkeuring van die ""&AFS_Name&"", 'n voortdurende entiteit vir die afsienbare toekoms is."""
0FD9250B,'[IFRS+ Financials.xlsx]Directors'!$D$73,Source Adcorp Audited Consolidated Financial Statements for the year ended 29 February 2020,,Bron Adcorp Geouditeerde Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020,"'""Bron Adcorp Geouditeerde Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020""'"
5BC63DD5,'[IFRS+ Financials.xlsx]Directors'!$D$74,"The Board of Directors is focused and committed to the restructuring initiatives and debt reduction of company. The director is also of the view that there are no material uncertainties that cast doubt on the company's ability to operate. The director is also satisfied that the company has sufficient resources, or access to resources, to continue with all operating activities for the foreseeable future. Based on this assessment, the director has no reason to believe that the company will not be a going concern for the foreseeable future.","'=""The ""&BoardDescription&"" is focused and committed to the restructuring initiatives and debt reduction of ""&GroupEntityCase&"". The ""&LOWER(Director_board)&Director_is_are&"" also of the view that there are no material uncertainties that cast doubt on the ""&GroupEntityCaseAp&"" ability to operate. The ""&LOWER(Director_board)&Director_is_are&"" also satisfied that the ""&GroupEntityCase&"" has sufficient resources, or access to resources, to continue with all operating activities for the foreseeable future. Based on this assessment, the ""&LOWER(Director_board)&Director_has_have&"" no reason to believe that the ""&GroupEntityCase&"" will not be a going concern for the foreseeable future.""","Die Raad van Direkteure is gefokus en toegewyd aan die herstruktureringsinisiatiewe en skuldvermindering van die maatskappy. Die direkteur is ook van mening dat daar geen wesenlike onsekerhede is wat twyfel werp oor die maatskappy se vermoë om voort te gaan met sy bedrywighede nie. Die direkteur is ook tevrede dat die maatskappy oor voldoende hulpbronne beskik, of toegang tot hulpbronne het, om alle bedrywighede vir die voorsienbare toekoms voort te sit. Op grond van hierdie beoordeling het die direkteur geen rede om te glo dat die maatskappy nie 'n voortdurende onderneming vir die voorsienbare toekoms sal wees nie.","'=""Die ""&BoardDescription&"" is gefokus en toegewyd aan die herstruktureringsinisiatiewe en skuldvermindering van ""&GroupEntityCase&"". Die ""&LOWER(Director_board)&Director_is_are&"" ook van mening dat daar geen wesenlike onsekerhede is wat twyfel werp oor die ""&GroupEntityCaseAp&"" vermoë om voort te gaan met sy bedrywighede nie. Die ""&LOWER(Director_board)&Director_is_are&"" ook tevrede dat die ""&GroupEntityCase&"" oor voldoende hulpbronne beskik, of toegang tot hulpbronne het, om alle bedrywighede vir die voorsienbare toekoms voort te sit. Op grond van hierdie beoordeling het die ""&LOWER(Director_board)&Director_has_have&"" geen rede om te glo dat die ""&GroupEntityCase&"" nie 'n voortdurende onderneming vir die voorsienbare toekoms sal wees nie."""
6FD36E9C,'[IFRS+ Financials.xlsx]Directors'!$D$76,The director is not aware of any new material changes that may adversely impact the company. The director is also not aware of any material non-compliance with statutory or regulatory requirements or of any pending changes to legislation which may affect the company.,"'=""The ""&LOWER(Director_board)&""""&Director_is_are&"" not aware of any new material changes that may adversely impact the ""&EntityDescriptionCase&"". The ""&LOWER(Director_board)&""""&Director_is_are&"" also not aware of any material non-compliance with statutory or regulatory requirements or of any pending changes to legislation which may affect the ""&EntityDescriptionCase&AndGroup&"".""","Die direkteur is nie bewus van enige nuwe wesenlike veranderings wat die maatskappy nadelig kan beïnvloed nie. Die direkteur is ook nie bewus van enige wesenlike nie-nakoming van statutêre of regulatoriese vereistes nie, of van enige hangende wysigings aan wetgewing wat die maatskappy kan raak nie.","'=""Die ""&LOWER(Director_board)&""""&Director_is_are&"" nie bewus van enige nuwe wesenlike veranderings wat die ""&EntityDescriptionCase&"" nadelig kan beïnvloed nie. Die ""&LOWER(Director_board)&""""&Director_is_are&"" ook nie bewus van enige wesenlike nie-nakoming van statutêre of regulatoriese vereistes nie, of van enige hangende wysigings aan wetgewing wat die ""&EntityDescriptionCase&AndGroup&"" kan raak nie."""
E95F06FD,'[IFRS+ Financials.xlsx]Directors'!$D$78,"The director draws attention to the statement of changes in equity in the annual financial statements which indicates that the company incurred a net loss of R0 during the year ended 28 February 2025, and as of that date, the company's total liabilities exceeded its total assets by R0. These conditions indicate the existence of uncertainty which may cast doubt about the company's ability to continue as a going concern.","'=IF(TotalEquityFinal<0,""The ""&LOWER(Director_board)&Director_draw_s&"" attention to the ""&LOWER(SUBSTITUTE(SoCE_Name,GroupDash,""""))&"" in the ""&LOWER(AFS_Name)&"" which indicates that the ""&GroupEntityCase&"" incurred a net ""&IF(TotalIncomeFinal>0,PSLower,LDLower)&"" of ""&CurrencySymbolRoundingBrackets&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" during the ""&Year_Monthperiod&"" ended ""&YearEndDate_Calc&"", and as of that date, the ""&GroupEntityCaseAp&"" total liabilities exceeded its total assets by ""&CurrencySymbolRoundingBrackets&TEXT(-TotalEquityFinal,IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"". These conditions indicate the existence of uncertainty which may cast doubt about the ""&GroupEntityCaseAp&"" ability to continue as a going concern."",""The ""&LOWER(Director_board)&Director_draw_s&"" attention to the ""&LOWER(SUBSTITUTE(SoCE_Name,GroupDash,""""))&"" in the ""&LOWER(AFS_Name)&"" which indicates that the ""&GroupEntityCase&"" incurred a net ""&IF(TotalIncomeFinal>0,PSLower,LDLower)&"" of ""&CurrencySymbolRoundingBrackets&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" during the ""&Year_Monthperiod&"" ended ""&YearEndDate_Calc&"", and as of that date, the ""&GroupEntityCaseAp&"" total liabilities exceeded its total assets by ""&CurrencySymbolRoundingBrackets&TEXT(-TotalEquityFinal,IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"". These conditions indicate the existence of uncertainty which may cast doubt about the ""&GroupEntityCaseAp&"" ability to continue as a going concern."")","Die direkteur vestig aandag op die staat van veranderings in ekwiteit in die jaarlikse finansiële state wat aandui dat die maatskappy 'n netto verlies van R0 vir die jaar geëindig 28 Februarie 2025 gely het, en dat die maatskappy se totale laste op daardie datum sy totale bates met R0 oorskry het. Hierdie toestande dui op die bestaan van onsekerheid wat twyfel kan laat ontstaan oor die maatskappy se vermoë om as 'n lopende saak voort te bestaan.","'=IF(TotalEquityFinal<0,""Die ""&LOWER(Director_board)&Director_draw_s&"" aandag op die ""&LOWER(SUBSTITUTE(SoCE_Name,GroupDash,""""))&"" in die ""&LOWER(AFS_Name)&"" wat aandui dat die ""&GroupEntityCase&"" 'n netto ""&IF(TotalIncomeFinal>0,PSLower,LDLower)&"" van ""&CurrencySymbolRoundingBrackets&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" vir die jaar geëindig ""&YearEndDate_Calc&"" gely het, en dat die ""&GroupEntityCaseAp&"" totale laste op daardie datum sy totale bates met ""&CurrencySymbolRoundingBrackets&TEXT(-TotalEquityFinal,IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" oorskry het. Hierdie toestande dui op die bestaan van onsekerheid wat twyfel kan laat ontstaan oor die ""&GroupEntityCaseAp&"" vermoë om as 'n lopende saak voort te bestaan."",""Die ""&LOWER(Director_board)&Director_draw_s&"" aandag op die ""&LOWER(SUBSTITUTE(SoCE_Name,GroupDash,""""))&"" in die ""&LOWER(AFS_Name)&"" wat aandui dat die ""&GroupEntityCase&"" 'n netto ""&IF(TotalIncomeFinal>0,PSLower,LDLower)&"" van ""&CurrencySymbolRoundingBrackets&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" vir die jaar geëindig ""&YearEndDate_Calc&"" gely het, en dat die ""&GroupEntityCaseAp&"" totale laste op daardie datum sy totale bates met ""&CurrencySymbolRoundingBrackets&TEXT(-TotalEquityFinal,IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" oorskry het. Hierdie toestande dui op die bestaan van onsekerheid wat twyfel kan laat ontstaan oor die ""&GroupEntityCaseAp&"" vermoë om as 'n lopende saak voort te bestaan."")"
9E9936EC,'[IFRS+ Financials.xlsx]Directors'!$D$80,The company incurred a net profit for the year ended 28 February 2025 of R0 (2024 profit: R0). The company continues to incur losses.,"'=""The ""&EntityDescriptionCase&"" incurred a net ""&IF(TotalIncomeFinal<0,LDLower,PSLower)&"" for the ""&Period_Year&"" ended ""&YearEndDate_Calc&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" (""&Prior1YearEndDate_Calc3&"" ""&IF(TotalIncomePrior1<0,LDLower,PSLower)&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomePrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")""&IF(TotalEquityFinal<0,"" and, as at that date its total liabilities exceeded its total assets by ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalEquityFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&IF(TotalEquityPrior1<0,"" (""&Prior1YearEndDate_Calc3&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalEquityPrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")."","".""),""."")&"" The ""&EntityDescriptionCase&"" continues to incur losses.""",Die maatskappy het ’n netto wins vir die jaar geëindig 28 Februarie 2025 van R0 aangeteken (2024 wins: R0). Die maatskappy gaan voort om verliese te ly.,"'=""Die ""&EntityDescriptionCase&"" het ’n netto ""&IF(TotalIncomeFinal<0,LDLower,PSLower)&"" vir die ""&Period_Year&"" geëindig ""&YearEndDate_Calc&"" van ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" (""&Prior1YearEndDate_Calc3&"" ""&IF(TotalIncomePrior1<0,LDLower,PSLower)&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomePrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"").""&IF(TotalEquityFinal<0,"" en, op daardie datum het die totale laste die totale bates oorskry met ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalEquityFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&IF(TotalEquityPrior1<0,"" (""&Prior1YearEndDate_Calc3&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalEquityPrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")."","".""),""."")&"" Die ""&EntityDescriptionCase&"" gaan voort om verliese te ly."""
8CFE4347,'[IFRS+ Financials.xlsx]Directors'!$D$82,"The director is negotiating with the holding company to provide additional capital or alternately to subordinate its loan to the company in favour of the other creditors until the assets of the company, fairly valued, exceed its liabilities and to provide additional working capital on an on-going basis.","'=""The ""&LOWER(Director_board)&Director_is_are&"" negotiating with the holding ""&EntityDescriptionCase&"" to provide additional capital or alternately to subordinate its loan to the ""&EntityDescriptionCase&"" in favour of the other creditors until the assets of the ""&EntityDescriptionCase&"", fairly valued, exceed its liabilities and to provide additional working capital on an on-going basis.""","Die direkteur is besig om met die houermaatskappy te onderhandel om bykomende kapitaal te voorsien of, alternatiewelik, om sy lening aan die maatskappy ondergeskik te stel ten gunste van die ander krediteure totdat die bates van die maatskappy, billik gewaardeer, sy aanspreeklikhede oorskry en om op ’n deurlopende grondslag bykomende bedryfskapitaal te voorsien.","'=""Die ""&LOWER(Director_board)&Director_is_are&"" besig om met die houer""&EntityDescriptionCase&"" te onderhandel om bykomende kapitaal te voorsien of, alternatiewelik, om sy lening aan die ""&EntityDescriptionCase&"" ondergeskik te stel ten gunste van die ander krediteure totdat die bates van die ""&EntityDescriptionCase&"", billik gewaardeer, sy aanspreeklikhede oorskry en om op ’n deurlopende grondslag bykomende bedryfskapitaal te voorsien."""
4A731C5E,'[IFRS+ Financials.xlsx]Directors'!$D$84,"These conditions give rise to a material uncertainty which may cast significant doubt about the company's ability to continue as a going concern and, therefore that it may be unable to realise its assets and discharge its liabilities in the normal course of business.","'=""These conditions give rise to a material uncertainty which may cast significant doubt about the ""&EntityDescriptionApCase&"" ability to continue as a going concern and, therefore that it may be unable to realise its assets and discharge its liabilities in the normal course of business.""",Hierdie toestande gee aanleiding tot ’n wesenlike onsekerheid wat beduidende twyfel kan werp oor die maatskappy se vermoë om as ’n lopende saak voort te gaan en dat dit gevolglik moontlik nie sy bates kan realiseer en sy laste kan vereffen in die normale verloop van besigheid nie.,"'=""Hierdie toestande gee aanleiding tot ’n wesenlike onsekerheid wat beduidende twyfel kan werp oor die ""&EntityDescriptionApCase&"" se vermoë om as ’n lopende saak voort te gaan en dat dit gevolglik moontlik nie sy bates kan realiseer en sy laste kan vereffen in die normale verloop van besigheid nie."""
BA9A1314,'[IFRS+ Financials.xlsx]Directors'!$D$86,The annual financial statements are prepared on the basis of accounting policies applicable to a going concern. This basis presumes that that the company will continue to receive the support of its holding company and that the realisation of assets and settlement of liabilities will occur in the ordinary course of business.,"'=""The ""&LOWER(AFS_Name)&"" are prepared on the basis of accounting policies applicable to a going concern. This basis presumes that that the ""&EntityDescriptionCase&"" will continue to receive the support of its holding ""&EntityDescriptionCase&"" and that the realisation of assets and settlement of liabilities will occur in the ordinary course of business.""",Die jaarlikse finansiële state word opgestel op grond van rekeningkundige beleid wat van toepassing is op ’n lopende saak. Hierdie grondslag veronderstel dat die maatskappy voortgaan om die ondersteuning van sy houermaatskappy te ontvang en dat die realisasie van bates en die vereffening van laste in die normale verloop van sake sal plaasvind.,"'=""Die ""&LOWER(AFS_Name)&"" word opgestel op grond van rekeningkundige beleid wat van toepassing is op ’n lopende saak. Hierdie grondslag veronderstel dat die ""&EntityDescriptionCase&"" voortgaan om die ondersteuning van sy houer""&EntityDescriptionCase&"" te ontvang en dat die realisasie van bates en die vereffening van laste in die normale verloop van sake sal plaasvind."""
3C3AB4EC,'[IFRS+ Financials.xlsx]Directors'!$D$88,"The company manufactures components used by the XXX industry in the assembly of YYY units. Due to the current economic downturn and volatility in the markets affecting volumes of YYY units that will be manufactured in the foreseeable future, the director is unable to determine the volume of the components that will be required. Consequently, the director is unable to determine whether or not the company will be able to continue to operate as a going concern or whether further impairments are required to the company's assets.","'=""The ""&EntityDescriptionCase&"" manufactures components used by the XXX industry in the assembly of YYY units. Due to the current economic downturn and volatility in the markets affecting volumes of YYY units that will be manufactured in the foreseeable future, the ""&LOWER(Director_board)&Director_is_are&"" unable to determine the volume of the components that will be required. Consequently, the ""&LOWER(Director_board)&Director_is_are&"" unable to determine whether or not the ""&EntityDescriptionCase&"" will be able to continue to operate as a going concern or whether further impairments are required to the ""&EntityDescriptionApCase&"" assets.""","Die maatskappy vervaardig komponente wat deur die XXX-bedryf gebruik word in die samestelling van YYY-eenhede. As gevolg van die huidige ekonomiese afswaai en die wisselvalligheid in die markte wat die volumes van YYY-eenhede wat in die afsienbare toekoms vervaardig sal word, beïnvloed, is die direkteur nie in staat om die volume van die komponente wat benodig sal word, te bepaal nie. Gevolglik kan die direkteur nie bepaal of die maatskappy in staat sal wees om as 'n voortdurende saak voort te gaan of of verdere waardevermindering van die maatskappy se bates vereis word nie.","'=""Die ""&EntityDescriptionCase&"" vervaardig komponente wat deur die XXX-bedryf gebruik word in die samestelling van YYY-eenhede. As gevolg van die huidige ekonomiese afswaai en die wisselvalligheid in die markte wat die volumes van YYY-eenhede wat in die afsienbare toekoms vervaardig sal word, beïnvloed, is die ""&LOWER(Director_board)&Director_is_are&"" nie in staat om die volume van die komponente wat benodig sal word, te bepaal nie. Gevolglik kan die ""&LOWER(Director_board)&Director_is_are&"" nie bepaal of die ""&EntityDescriptionCase&"" in staat sal wees om as 'n voortdurende saak voort te gaan of of verdere waardevermindering van die ""&EntityDescriptionApCase&"" bates vereis word nie."""
C6F71EF1,'[IFRS+ Financials.xlsx]Directors'!$D$90,"The annual financial statements have been prepared on the going concern basis, since the director has every reason to believe that the company has adequate resources in place to continue in operation for the foreseeable future.","'=""The ""&LOWER(AFS_Name)&"" have been prepared on the going concern basis, since the ""&LOWER(Director_board)&Director_has_have&"" every reason to believe that the ""&GroupEntityCase&"" has adequate resources in place to continue in operation for the foreseeable future.""","Die jaarlikse finansiële state is op die basis van voortgesette bedryf opgestel, aangesien die direkteur alle rede het om te glo dat die maatskappy oor voldoende hulpbronne beskik om vir die afsienbare toekoms voort te gaan met bedrywighede.","'=""Die ""&LOWER(AFS_Name)&"" is op die basis van voortgesette bedryf opgestel, aangesien die ""&LOWER(Director_board)&Director_has_have&"" alle rede het om te glo dat die ""&GroupEntityCase&"" oor voldoende hulpbronne beskik om vir die afsienbare toekoms voort te gaan met bedrywighede."""
4B9CF9F0,'[IFRS+ Financials.xlsx]Directors'!$D$92,"The company's ability to continue as a going concern is dependent on a number of factors. The most significant of these is the resumption of profitable operations and the continuation of the existent levels of finance from the shareholder until the company is able to meet its obligations in the ordinary course of business. The shareholder's loan has been subordinated, to the extent that the company's liabilities exceed assets, in favour of other creditors of the company.","'=""The ""&GroupEntityCaseAp&"" ability to continue as a going concern is dependent on a number of factors. The most significant of these is the resumption of profitable operations and the continuation of the existent levels of finance from ""&""the ""&LOWER(Owner)&"" until the ""&GroupEntityCase&"" is able to meet its obligations in the ordinary course of business. The ""&IF(IFERROR(Note_LoansToShare_Number,2)>1,LOWER(OwnerDescriptionPluralApostrophe)&"" loans have"",LOWER(OwnerDescriptionSingularApostrophe)&"" loan has"")&"" been subordinated, to the extent that the ""&GroupEntityCaseAp&"" liabilities exceed assets, in favour of other creditors of the ""&GroupEntityCase&"".""","Die maatskappy se vermoë om voort te gaan as 'n lopende saak is afhanklik van verskeie faktore. Die belangrikste hiervan is die hervatting van winsgewende bedrywighede en die voortsetting van die bestaande finansieringsvlakke deur die aandeelhouer totdat die maatskappy in staat is om sy verpligtinge in die normale verloop van sy bedrywighede na te kom. Die aandeelhouerlening is gesubordineer, vir sover die maatskappy se laste die bates oorskry, ten gunste van ander krediteure van die maatskappy.","'=""Die ""&GroupEntityCaseAp&"" vermoë om voort te gaan as 'n lopende saak is afhanklik van verskeie faktore. Die belangrikste hiervan is die hervatting van winsgewende bedrywighede en die voortsetting van die bestaande finansieringsvlakke deur ""&""die ""&LOWER(Owner)&"" totdat die ""&GroupEntityCase&"" in staat is om sy verpligtinge in die normale verloop van sy bedrywighede na te kom. Die ""&IF(IFERROR(Note_LoansToShare_Number,2)>1,LOWER(OwnerDescriptionPluralApostrophe)&""lenings is"",LOWER(OwnerDescriptionSingularApostrophe)&""lening is"")&"" gesubordineer, vir sover die ""&GroupEntityCaseAp&"" laste die bates oorskry, ten gunste van ander krediteure van die ""&GroupEntityCase&""."""
A3044A0A,'[IFRS+ Financials.xlsx]Directors'!$D$94,Events after reporting date,,Gebeure ná die verslagdoeningsdatum,"'""Gebeure ná die verslagdoeningsdatum""'"
0FCDE91C,'[IFRS+ Financials.xlsx]Directors'!$D$96,All events subsequent to the date of the annual financial statements and for which the applicable financial reporting framework requires adjustment or disclosure have been adjusted or disclosed.,"'=""All events subsequent to the date of the ""&LOWER(AFS_Name)&"" and for which the applicable financial reporting framework requires adjustment or disclosure have been adjusted or disclosed.""","Alle gebeurtenisse na die datum van die jaarlikse finansiële state waarvoor die toepaslike finansiële verslagdoeningsraamwerk aanpassing of bekendmaking vereis, is aangepas of bekend gemaak.","'=""Alle gebeurtenisse na die datum van die ""&LOWER(AFS_Name)&"" waarvoor die toepaslike finansiële verslagdoeningsraamwerk aanpassing of bekendmaking vereis, is aangepas of bekend gemaak."""
